,Pin,Dispatch Center,Origin Center,Return Center,Facility City,Facility State,ODA
21287,721132,Midnapore_Harishpur_D (West Bengal),Midnapore_Harishpur_D (West Bengal),Midnapore_Harishpur_D (West Bengal),Midnapore,West Bengal,TRUE
21288,535240,Gopalapatnam_Gurampalem_D (Andhra Pradesh),Gopalapatnam_Gurampalem_D (Andhra Pradesh),Gopalapatnam_Gurampalem_D (Andhra Pradesh),Gopalapatnam,Andhra Pradesh,FALSE
21289,638113,Erode_BharathiNagar_L (Tamil Nadu),Erode_BharathiNagar_L (Tamil Nadu),Erode_BharathiNagar_L (Tamil Nadu),Erode,Tamil Nadu,FALSE
21290,853203,Naugchia_Nagarpara_DPP (Bihar),Naugchia_Nagarpara_DPP (Bihar),Naugchia_Nagarpara_DPP (Bihar),Naugachia,Bihar,TRUE
21291,495447,Korba_Laluramnagar_D (Chhattisgarh),Korba_Laluramnagar_D (Chhattisgarh),Korba_Laluramnagar_D (Chhattisgarh),Korba,Chhattisgarh,FALSE
21292,517194,Pileru_Plot14_D (Andhra Pradesh),Pileru_Plot14_D (Andhra Pradesh),Pileru_Plot14_D (Andhra Pradesh),Pileru,Andhra Pradesh,FALSE
21293,501106,Mominpet_Marpallekalan1_D (Telangana),Mominpet_Marpallekalan1_D (Telangana),Mominpet_Marpallekalan1_D (Telangana),Mominpet,Telangana,FALSE
21294,362571,Una_StColony_D (Gujarat),Una_StColony_D (Gujarat),Una_StColony_D (Gujarat),UNA,Gujarat,TRUE
21295,826001,Dhanbad_Tilabani_H (Jharkhand),Dhanbad_Tilabani_H (Jharkhand),Dhanbad_Tilabani_H (Jharkhand),Dhanbad,Jharkhand,FALSE
21296,843314,Sitamarhi_Punaura_D (Bihar),Sitamarhi_Punaura_D (Bihar),Sitamarhi_Punaura_D (Bihar),Sitamarhi,Bihar,TRUE
21297,273012,Gorakhpur_Bhauwapar_H (Uttar Pradesh),Gorakhpur_Bhauwapar_H (Uttar Pradesh),Gorakhpur_Bhauwapar_H (Uttar Pradesh),Gorakhpur,Uttar Pradesh,FALSE
21298,577129,Kadur_UBRoad_D (Karnataka),Kadur_UBRoad_D (Karnataka),Kadur_UBRoad_D (Karnataka),Kadur,Karnataka,FALSE
21299,691321,Ayoor_Alayamon_D (Kerala),Ayoor_Alayamon_D (Kerala),Ayoor_Alayamon_D (Kerala),Ayoor,Kerala,TRUE
21300,531055,Yellamanchili_Chodapalle_D (Andhra Pradesh),Yellamanchili_Chodapalle_D (Andhra Pradesh),Yellamanchili_Chodapalle_D (Andhra Pradesh),Yellamanchili,Andhra Pradesh,FALSE
21301,630208,Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi,Tamil Nadu,FALSE
21302,172034,Jeori_AadvikEng_DPP (Himachal Pradesh),Jeori_AadvikEng_DPP (Himachal Pradesh),Jeori_AadvikEng_DPP (Himachal Pradesh),Jeori,Himachal Pradesh,TRUE
21303,314034,Salumbar_Punjpur_D (Rajasthan),Salumbar_Punjpur_D (Rajasthan),Salumbar_Punjpur_D (Rajasthan),Salumbar,Rajasthan,FALSE
21304,535002,Vizianagaram_KLPuram_D (Andhra Pradesh),Vizianagaram_KLPuram_D (Andhra Pradesh),Vizianagaram_KLPuram_D (Andhra Pradesh),Vizianagaram,Andhra Pradesh,TRUE
21305,614614,Peravurani_Karambakkudi_D (Tamil Nadu),Peravurani_Karambakkudi_D (Tamil Nadu),Peravurani_Karambakkudi_D (Tamil Nadu),Peravurani,Tamil Nadu,TRUE
21306,325007,Kota_Govindnagar_H (Rajasthan),Kota_Govindnagar_H (Rajasthan),Kota_Govindnagar_H (Rajasthan),Kota,Rajasthan,TRUE
21307,497773,Manendragarh_Chirimiri_DPP (Chhattisgarh),Manendragarh_Chirimiri_DPP (Chhattisgarh),Manendragarh_Chirimiri_DPP (Chhattisgarh),Chirimiri,Chhattisgarh,FALSE
21308,802152,Brahmapur_Shahpur_D (Bihar),Brahmapur_Shahpur_D (Bihar),Brahmapur_Shahpur_D (Bihar),Brahmapur,Bihar,TRUE
21309,517213,Pileru_Plot14_D (Andhra Pradesh),Pileru_Plot14_D (Andhra Pradesh),Pileru_Plot14_D (Andhra Pradesh),Pileru,Andhra Pradesh,FALSE
21310,811102,Lakhisarai_Central_I_2 (Bihar),Lakhisarai_Central_I_2 (Bihar),Lakhisarai_Central_I_2 (Bihar),Lakhisarai,Bihar,TRUE
21311,689692,Pathanamthitta_Mangaram_D (Kerala),Pathanamthitta_Mangaram_D (Kerala),Pathanamthitta_Mangaram_D (Kerala),Pathanamthitta,Kerala,FALSE
21312,756023,Basta_Darada_DPP (Orissa),Basta_Darada_DPP (Orissa),Basta_Darada_DPP (Orissa),Basta,Orissa,FALSE
21313,364320,Sihor_Gautameshwar_D (Gujarat),Sihor_Gautameshwar_D (Gujarat),Sihor_Gautameshwar_D (Gujarat),Sihor,Gujarat,TRUE
21314,574122,Karkala_JodursteJ_D (Karnataka),Karkala_JodursteJ_D (Karnataka),Karkala_JodursteJ_D (Karnataka),Karkala,Karnataka,TRUE
21315,274501,Salempur_Banjaria_D (Uttar Pradesh),Salempur_Banjaria_D (Uttar Pradesh),Salempur_Banjaria_D (Uttar Pradesh),Salempur,Uttar Pradesh,FALSE
21316,713143,Katwa_Panchghara_D (West Bengal),Katwa_Panchghara_D (West Bengal),Katwa_Panchghara_D (West Bengal),Katwa,West Bengal,TRUE
21317,205145,Shikohabad_RameshNagar_D (Uttar Pradesh),Shikohabad_RameshNagar_D (Uttar Pradesh),Shikohabad_RameshNagar_D (Uttar Pradesh),Shikohabad,Uttar Pradesh,FALSE
21318,424312,Kannad_Pragaticolony_DPP (Maharashtra),Kannad_Pragaticolony_DPP (Maharashtra),Kannad_Pragaticolony_DPP (Maharashtra),Kannad,Maharashtra,TRUE
21319,224182,Ayodhya_Kotsarai_H (Uttar Pradesh),Ayodhya_Kotsarai_H (Uttar Pradesh),Ayodhya_Kotsarai_H (Uttar Pradesh),Ayodhya,Uttar Pradesh,TRUE
21320,673529,Koyilandy_Komathukara_D (Kerala),Koyilandy_Komathukara_D (Kerala),Koyilandy_Komathukara_D (Kerala),Koyilandy,Kerala,TRUE
21321,623502,Ramnthpurm_TnhbBlkC_D (Tamil Nadu),Ramnthpurm_TnhbBlkC_D (Tamil Nadu),Ramnthpurm_TnhbBlkC_D (Tamil Nadu),Ramanathapuram,Tamil Nadu,FALSE
21322,788114,Bhaga_MRRoad_D (Assam),Bhaga_MRRoad_D (Assam),Bhaga_MRRoad_D (Assam),Bhaga,Assam,FALSE
21323,680697,Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur,Kerala,TRUE
21324,249405,Haridwar_Bahadrabad1_L (Uttarakhand),Haridwar_Bahadrabad1_L (Uttarakhand),Haridwar_Bahadrabad1_L (Uttarakhand),Haridwar,Uttarakhand,FALSE
21325,431132,Buldhana_Kardi_DPP (Maharashtra),Buldhana_Kardi_DPP (Maharashtra),Buldhana_Kardi_DPP (Maharashtra),Buldhana,Maharashtra,FALSE
21326,530015,Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam,Andhra Pradesh,FALSE
21327,127110,CharkhiDadri_Sector9_D (Haryana),CharkhiDadri_Sector9_D (Haryana),CharkhiDadri_Sector9_D (Haryana),Charkhi Dadri,Haryana,FALSE
21328,184147,Kathua_Kharote1_D (Jammu & Kashmir),Kathua_Kharote1_D (Jammu & Kashmir),Kathua_Kharote1_D (Jammu & Kashmir),Kathua,Jammu & Kashmir,TRUE
21329,142039,Barnala_Bhadaur1_D (Punjab),Barnala_Bhadaur1_D (Punjab),Barnala_Bhadaur1_D (Punjab),Barnala,Punjab,TRUE
21330,274805,Deoria_Ramnathnagar_D (Uttar Pradesh),Deoria_Ramnathnagar_D (Uttar Pradesh),Deoria_Ramnathnagar_D (Uttar Pradesh),Deoria,Uttar Pradesh,FALSE
21331,791101,Basar_Oldmrkt_D (Arunachal Pradesh),Basar_Oldmrkt_D (Arunachal Pradesh),Basar_Oldmrkt_D (Arunachal Pradesh),Basar,Arunachal Pradesh,FALSE
21332,752032,Maludkhas_Rajanagar_DPP (Orissa),Maludkhas_Rajanagar_DPP (Orissa),Maludkhas_Rajanagar_DPP (Orissa),Maludkhas,Orissa,FALSE
21333,362565,Una_StColony_D (Gujarat),Una_StColony_D (Gujarat),Una_StColony_D (Gujarat),UNA,Gujarat,TRUE
21334,827001,Bokaro_Chas_D (Jharkhand),Bokaro_Chas_D (Jharkhand),Bokaro_Chas_D (Jharkhand),Bokaro,Jharkhand,FALSE
21335,606708,Sankarapuram_Thanipadi_D (Tamil Nadu),Sankarapuram_Thanipadi_D (Tamil Nadu),Sankarapuram_Thanipadi_D (Tamil Nadu),Sankarapuram,Tamil Nadu,TRUE
21336,768048,Padampur_Melchhamunda_DPP (Orissa),Padampur_Melchhamunda_DPP (Orissa),Padampur_Melchhamunda_DPP (Orissa),Padampur,Orissa,FALSE
21337,444710,Amravati_Sashinagar_D (Maharashtra),Amravati_Sashinagar_D (Maharashtra),Amravati_Sashinagar_D (Maharashtra),Amravati,Maharashtra,FALSE
21338,761042,Digapahandi_Punjikanya1_D (Orissa),Digapahandi_Punjikanya1_D (Orissa),Digapahandi_Punjikanya1_D (Orissa),Digapahandi,Orissa,TRUE
21339,743422,Basirhat_MaitrDPP_D (West Bengal),Basirhat_MaitrDPP_D (West Bengal),Basirhat_MaitrDPP_D (West Bengal),Basirhat,West Bengal,TRUE
21340,770036,Rourkela_KoelNagar_D (Orissa),Rourkela_KoelNagar_D (Orissa),Rourkela_KoelNagar_D (Orissa),Rourkela,Orissa,FALSE
21341,713207,Durgapur_Bamunara1_I (West Bengal),Durgapur_Bamunara1_I (West Bengal),Durgapur_Bamunara1_I (West Bengal),Durgapur,West Bengal,TRUE
21342,176048,Jahu_Naltu_D (Himachal Pradesh),Jahu_Naltu_D (Himachal Pradesh),Jahu_Naltu_D (Himachal Pradesh),Jahu,Himachal Pradesh,TRUE
21343,531030,Seetharampram_Lakkavarapukota_DPP (Andhra Pradesh),Seetharampram_Lakkavarapukota_DPP (Andhra Pradesh),Seetharampram_Lakkavarapukota_DPP (Andhra Pradesh),Seetharampram,Andhra Pradesh,FALSE
21344,431707,Nanded_Wajegaon_H (Maharashtra),Nanded_Wajegaon_H (Maharashtra),Nanded_Wajegaon_H (Maharashtra),Nanded,Maharashtra,TRUE
21345,621702,Thirukatupali_BudalurRd_D (Tamil Nadu),Thirukatupali_BudalurRd_D (Tamil Nadu),Thirukatupali_BudalurRd_D (Tamil Nadu),Thirukkattupalli,Tamil Nadu,TRUE
21346,700029,Kolkata_Paharpur_L (West Bengal),Kolkata_Paharpur_L (West Bengal),Kolkata_Paharpur_L (West Bengal),Kolkata,West Bengal,FALSE
21347,691587,Kollam_Karunagappally_D (Kerala),Kollam_Karunagappally_D (Kerala),Kollam_Karunagappally_D (Kerala),Kollam,Kerala,FALSE
21348,412309,Pune_Bakoriphata_L (Maharashtra),Pune_Bakoriphata_L (Maharashtra),Pune_Bakoriphata_L (Maharashtra),Pune,Maharashtra,TRUE
21349,401301,Mumbai_Wakanpada_L (Maharashtra),Mumbai_Wakanpada_L (Maharashtra),Mumbai_Wakanpada_L (Maharashtra),Mumbai,Maharashtra,FALSE
21350,201012,Ghaziabad_Pasonda_L (Uttar Pradesh),Noida_Bairangpur_GW (Uttar Pradesh),Ghaziabad_Pasonda_L (Uttar Pradesh),Ghaziabad,Uttar Pradesh,FALSE
21351,805143,Nawada_Gondapur_D (Bihar),Nawada_Gondapur_D (Bihar),Nawada_Gondapur_D (Bihar),Nawada,Bihar,
21352,711112,Howrah_Alampur_L (West Bengal),Kolkata_Dankuni_GW (West Bengal),Howrah_Alampur_L (West Bengal),Howrah,West Bengal,FALSE
21353,695315,Trivandrum_Chelamangalm_L (Kerala),Trivandrum_Chelamangalm_L (Kerala),Trivandrum_Chelamangalm_L (Kerala),Thiruvananthapuram,Kerala,FALSE
21354,606204,Sankarapuram_Vadasiruvalur_D (Tamil Nadu),Sankarapuram_Vadasiruvalur_D (Tamil Nadu),Sankarapuram_Vadasiruvalur_D (Tamil Nadu),Sankarapuram,Tamil Nadu,TRUE
21355,783351,Bilasipara_HnumnMndrRd_DPP (Assam),Bilasipara_HnumnMndrRd_DPP (Assam),Bilasipara_HnumnMndrRd_DPP (Assam),Bilasipara,Assam,TRUE
21356,262903,Nighasan_BelrayanRd1_D (Uttar Pradesh),Nighasan_BelrayanRd1_D (Uttar Pradesh),Nighasan_BelrayanRd1_D (Uttar Pradesh),Nighasan,Uttar Pradesh,TRUE
21357,494004,Jagdalpur_Parpa_D (Chhattisgarh),Jagdalpur_Parpa_D (Chhattisgarh),Jagdalpur_Parpa_D (Chhattisgarh),Jagdalpur,Chhattisgarh,TRUE
21358,415105,Karad_Malkapur1_D (Maharashtra),Karad_Malkapur1_D (Maharashtra),Karad_Malkapur1_D (Maharashtra),Karad,Maharashtra,TRUE
21359,600002,Chennai_KaveriNagar_L (Tamil Nadu),Chennai_KaveriNagar_L (Tamil Nadu),Chennai_KaveriNagar_L (Tamil Nadu),Chennai,Tamil Nadu,FALSE
21360,505453,Koratla_GovindagiriNgr_D (Telangana),Koratla_GovindagiriNgr_D (Telangana),Koratla_GovindagiriNgr_D (Telangana),Koratla,Telangana,FALSE
21361,680510,Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur,Kerala,FALSE
21362,834005,Ranchi_Ratu1_L (Jharkhand),Ranchi_Sidroll_H (Jharkhand),Ranchi_Ratu1_L (Jharkhand),Ranchi,Jharkhand,FALSE
21363,825109,Domchanch_JaiNagarRoad_D (Jharkhand),Domchanch_JaiNagarRoad_D (Jharkhand),Domchanch_JaiNagarRoad_D (Jharkhand),Domchanch,Jharkhand,FALSE
21364,361110,Jamnagar_Kansumara_L (Gujarat),Jamnagar_Kansumara_L (Gujarat),Jamnagar_Kansumara_L (Gujarat),Jamnagar,Gujarat,FALSE
21365,629173,Marthandam_Chiraynkuzhi_D (Tamil Nadu),Marthandam_Chiraynkuzhi_D (Tamil Nadu),Marthandam_Chiraynkuzhi_D (Tamil Nadu),Marthandam,Tamil Nadu,TRUE
21366,148033,Patran_Kahangarh_D (Punjab),Patran_Kahangarh_D (Punjab),Patran_Kahangarh_D (Punjab),Patran,Punjab,TRUE
21367,502248,Medak_Chegunta_D (Telangana),Medak_Chegunta_D (Telangana),Medak_Chegunta_D (Telangana),Medak,Telangana,TRUE
21368,678532,Palakkad_Kodumba_D (Kerala),Palakkad_Kodumba_D (Kerala),Palakkad_Kodumba_D (Kerala),Palakkad,Kerala,FALSE
21369,577431,Shikaripur_Mandipet_D (Karnataka),Shikaripur_Mandipet_D (Karnataka),Shikaripur_Mandipet_D (Karnataka),Shikaripur,Karnataka,TRUE
21370,756041,RajBerhampur_Gohira_DPP (Orissa),RajBerhampur_Gohira_DPP (Orissa),RajBerhampur_Gohira_DPP (Orissa),Raj Berhampur,Orissa,TRUE
21371,786192,Tinsukia_Nokhroygaon2_D (Assam),Tinsukia_Nokhroygaon2_D (Assam),Tinsukia_Nokhroygaon2_D (Assam),Tinsukia,Assam,FALSE
21372,605754,Thirukoilure_Manampoondi_D (Tamil Nadu),Thirukoilure_Manampoondi_D (Tamil Nadu),Thirukoilure_Manampoondi_D (Tamil Nadu),Thirukoilure,Tamil Nadu,TRUE
21373,577111,Chikmagalur_Jayanagara_D (Karnataka),Chikmagalur_Jayanagara_D (Karnataka),Chikmagalur_Jayanagara_D (Karnataka),Chikkamagalur,Karnataka,TRUE
21374,518594,Allagadda_Ramalayam_DPP (Andhra Pradesh),Allagadda_Ramalayam_DPP (Andhra Pradesh),Allagadda_Ramalayam_DPP (Andhra Pradesh),Allagadda,Andhra Pradesh,TRUE
21375,754011,Adaspur_Kantapada_DPP (Orissa),Adaspur_Kantapada_DPP (Orissa),Adaspur_Kantapada_DPP (Orissa),Adaspur,Orissa,FALSE
21376,431519,Ambajogai_BansilalNgr_D (Maharashtra),Ambajogai_BansilalNgr_D (Maharashtra),Ambajogai_BansilalNgr_D (Maharashtra),Ambajogai,Maharashtra,TRUE
21377,800011,Patna_PhulwariSharif_L (Bihar),Patna_Janarjanpur_H (Bihar),Patna_PhulwariSharif_L (Bihar),Patna,Bihar,FALSE
21378,412802,Khandala_Shrwal_D (Maharashtra),Khandala_Shrwal_D (Maharashtra),Khandala_Shrwal_D (Maharashtra),Khandala,Maharashtra,TRUE
21379,523292,Singarayakonda_TrunkRd_D (Andhra Pradesh),Singarayakonda_TrunkRd_D (Andhra Pradesh),Singarayakonda_TrunkRd_D (Andhra Pradesh),Singarayakonda,Andhra Pradesh,TRUE
21380,600023,Chennai_PukrajNagar_L (Tamil Nadu),Chennai_PukrajNagar_L (Tamil Nadu),Chennai_PukrajNagar_L (Tamil Nadu),Chennai,Tamil Nadu,FALSE
21381,848511,DalsinghSarai_Bachhawara_D (Bihar),DalsinghSarai_Bachhawara_D (Bihar),DalsinghSarai_Bachhawara_D (Bihar),Dalsingh Sarai,Bihar,
21382,571154,Virajpet_TeluguSt_D (Karnataka),Virajpet_TeluguSt_D (Karnataka),Virajpet_TeluguSt_D (Karnataka),Virajpet,Karnataka,FALSE
21383,625547,Theni_Kottaikalam_D (Tamil Nadu),Theni_Kottaikalam_D (Tamil Nadu),Theni_Kottaikalam_D (Tamil Nadu),Theni,Tamil Nadu,FALSE
21384,743399,DakshinBarasat_Raidighi_D (West Bengal),DakshinBarasat_Raidighi_D (West Bengal),DakshinBarasat_Raidighi_D (West Bengal),Dakshin Barasat,West Bengal,FALSE
21385,688521,Alappuzha_Bernard_D (Kerala),Alappuzha_Bernard_D (Kerala),Alappuzha_Bernard_D (Kerala),Alappuzha,Kerala,FALSE
21386,638060,Erode_BharathiNagar_L (Tamil Nadu),Erode_BharathiNagar_L (Tamil Nadu),Erode_BharathiNagar_L (Tamil Nadu),Erode,Tamil Nadu,TRUE
21387,761135,Bhanjanagar_Laxmivihar_D (Orissa),Bhanjanagar_Laxmivihar_D (Orissa),Bhanjanagar_Laxmivihar_D (Orissa),Bhanjanagar,Orissa,TRUE
21388,276404,Azamgarh_Husanganj_H (Uttar Pradesh),Azamgarh_Husanganj_H (Uttar Pradesh),Azamgarh_Husanganj_H (Uttar Pradesh),Azamgarh,Uttar Pradesh,TRUE
21389,396415,Surat_Kacholi_GW (Gujarat),Surat_Kacholi_GW (Gujarat),Surat_Kacholi_GW (Gujarat),Surat,Gujarat,TRUE
21390,394652,Songadh_Vyara_D (Gujarat),Songadh_Vyara_D (Gujarat),Songadh_Vyara_D (Gujarat),Songadh,Gujarat,FALSE
21391,670675,Mahe_Chokli_D (Kerala),Mahe_Chokli_D (Kerala),Mahe_Chokli_D (Kerala),Mahe,Kerala,FALSE
21392,723202,Jhalda_Postabera_DPP (West Bengal),Jhalda_Postabera_DPP (West Bengal),Jhalda_Postabera_DPP (West Bengal),Jhalda,West Bengal,TRUE
21393,328023,Kheragarh_KagarolRoad_D (Uttar Pradesh),Kheragarh_KagarolRoad_D (Uttar Pradesh),Kheragarh_KagarolRoad_D (Uttar Pradesh),Kheragarh,Uttar Pradesh,FALSE
21394,495668,Champa_Sindhicolony_D (Chhattisgarh),Champa_Sindhicolony_D (Chhattisgarh),Champa_Sindhicolony_D (Chhattisgarh),Champa,Chhattisgarh,TRUE
21395,581327,Honnavar_ForestColony_D (Karnataka),Honnavar_ForestColony_D (Karnataka),Honnavar_ForestColony_D (Karnataka),Honnavar,Karnataka,FALSE
21396,561209,Bagepalli_Chikballapur_D (Karnataka),Bagepalli_Chikballapur_D (Karnataka),Bagepalli_Chikballapur_D (Karnataka),Bagepalli,Karnataka,FALSE
21397,333011,Jhunjhunu_ShastriNagar_I (Rajasthan),Jhunjhunu_ShastriNagar_I (Rajasthan),Jhunjhunu_ShastriNagar_I (Rajasthan),Jhunjhunu,Rajasthan,FALSE
21398,370615,Nakhatrana_Dhormnath_DPP (Gujarat),Nakhatrana_Dhormnath_DPP (Gujarat),Nakhatrana_Dhormnath_DPP (Gujarat),Nakhatrana,Gujarat,FALSE
21399,362222,Keshod_GasAgencyRd_D (Gujarat),Keshod_GasAgencyRd_D (Gujarat),Keshod_GasAgencyRd_D (Gujarat),Keshod,Gujarat,TRUE
21400,261506,Lakhimpur_FunMall_D (Uttar Pradesh),Lakhimpur_FunMall_D (Uttar Pradesh),Lakhimpur_FunMall_D (Uttar Pradesh),Lakhimpur,Uttar Pradesh,TRUE
21401,464995,Mandideep_Mahaveernagar_D (Madhya Pradesh),Mandideep_Mahaveernagar_D (Madhya Pradesh),Mandideep_Mahaveernagar_D (Madhya Pradesh),Mandideep,Madhya Pradesh,FALSE
21402,394240,Bardoli_TenRoad_D (Gujarat),Bardoli_TenRoad_D (Gujarat),Bardoli_TenRoad_D (Gujarat),Bardoli,Gujarat,TRUE
21403,793113,Marshillong_Mwsynrm_D (Meghalaya),Marshillong_Mwsynrm_D (Meghalaya),Marshillong_Mwsynrm_D (Meghalaya),Marshillong,Meghalaya,FALSE
21404,210209,Shankargarh_Mau1_D (Uttar Pradesh),Shankargarh_Mau1_D (Uttar Pradesh),Shankargarh_Mau1_D (Uttar Pradesh),Shankargarh,Uttar Pradesh,FALSE
21405,574214,Belthangady_UjreMnRd_DPP (Karnataka),Belthangady_UjreMnRd_DPP (Karnataka),Belthangady_UjreMnRd_DPP (Karnataka),Belthangady,Karnataka,TRUE
21406,362230,Madhavpur_Osoashrm_DPP (Gujarat),Madhavpur_Osoashrm_DPP (Gujarat),Madhavpur_Osoashrm_DPP (Gujarat),Madhavpur,Gujarat,FALSE
21407,754229,Kendrapara_Chhagharia_D (Orissa),Kendrapara_Chhagharia_D (Orissa),Kendrapara_Chhagharia_D (Orissa),Kendrapara,Orissa,TRUE
21408,486670,Amiliya_Ward15_D (Madhya Pradesh),Amiliya_Ward15_D (Madhya Pradesh),Amiliya_Ward15_D (Madhya Pradesh),Amiliya,Madhya Pradesh,FALSE
21409,202138,Aligarh_Boner_I (Uttar Pradesh),Aligarh_Boner_I (Uttar Pradesh),Aligarh_Boner_I (Uttar Pradesh),Aligarh,Uttar Pradesh,FALSE
21410,848501,MohiuddinNagar_Manjha_D (Bihar),MohiuddinNagar_Manjha_D (Bihar),MohiuddinNagar_Manjha_D (Bihar),Mohiuddin Nagar,Bihar,TRUE
21411,613502,Thanjavur_Parvathinagar_D (Tamil Nadu),Thanjavur_Parvathinagar_D (Tamil Nadu),Thanjavur_Parvathinagar_D (Tamil Nadu),Thanjavur,Tamil Nadu,FALSE
21412,533436,Koyyuru_KoyuruRd_DPP (Andhra Pradesh),Koyyuru_KoyuruRd_DPP (Andhra Pradesh),Koyyuru_KoyuruRd_DPP (Andhra Pradesh),Koyyuru,Andhra Pradesh,FALSE
21413,363310,Dhrangadhra_Mayurnagar_DPP (Gujarat),Dhrangadhra_Mayurnagar_DPP (Gujarat),Dhrangadhra_Mayurnagar_DPP (Gujarat),Dhrangadhra,Gujarat,FALSE
21414,621316,Tiruchi_Navalur_H (Tamil Nadu),Tiruchi_Navalur_H (Tamil Nadu),Tiruchi_Navalur_H (Tamil Nadu),Tiruchi,Tamil Nadu,TRUE
21415,123023,Narnaul_Patikara_D (Haryana),Narnaul_Patikara_D (Haryana),Narnaul_Patikara_D (Haryana),Narnaul,Haryana,TRUE
21416,614711,Thiruvarur_Thiruthuraipoondi_D (Tamil Nadu),Thiruvarur_Thiruthuraipoondi_D (Tamil Nadu),Thiruvarur_Thiruthuraipoondi_D (Tamil Nadu),Thiruthuraipoondi,Tamil Nadu,TRUE
21417,695123,Trivandrum_Neyatinkra_D (Kerala),Trivandrum_Neyatinkra_D (Kerala),Trivandrum_Neyatinkra_D (Kerala),Thiruvananthapuram,Kerala,TRUE
21418,501501,Vikarabad_Pargi_D (Telangana),Vikarabad_Pargi_D (Telangana),Vikarabad_Pargi_D (Telangana),Vikarabad,Telangana,FALSE
21419,686681,Perumbavoor_Kavalangad_D (Kerala),Perumbavoor_Kavalangad_D (Kerala),Perumbavoor_Kavalangad_D (Kerala),Perumbavoor,Kerala,FALSE
21420,431006,Aurangabad_Gngapr_H (Maharashtra),Aurangabad_Gngapr_H (Maharashtra),Aurangabad_Gngapr_H (Maharashtra),Aurangabad,Maharashtra,FALSE
21421,799114,Udaipur_Chanban_D (Tripura),NSZ,Udaipur_Chanban_D (Tripura),Udaipur-TR,Tripura,TRUE
21422,303012,Jaipur_KhandelwalNagar_L (Rajasthan),Jaipur_KhandelwalNagar_L (Rajasthan),Jaipur_KhandelwalNagar_L (Rajasthan),Jaipur,Rajasthan,FALSE
21423,491226,Balod_Ward3_D (Chhattisgarh),Balod_Ward3_D (Chhattisgarh),Balod_Ward3_D (Chhattisgarh),Balod,Chhattisgarh,TRUE
21424,600076,Chennai_PukrajNagar_L (Tamil Nadu),Chennai_PukrajNagar_L (Tamil Nadu),Chennai_PukrajNagar_L (Tamil Nadu),Chennai,Tamil Nadu,FALSE
21425,852111,Simrahi_Bazar_D (Bihar),Simrahi_Bazar_D (Bihar),Simrahi_Bazar_D (Bihar),Simrahi Bazar,Bihar,TRUE
21426,602102,Chennai_Sriperumbudur_GW (Tamil Nadu),Chennai_Sriperumbudur_GW (Tamil Nadu),Chennai_Sriperumbudur_GW (Tamil Nadu),Sriperumbudur,Tamil Nadu,FALSE
21427,574158,Mangalore_Katipalla_H (Karnataka),Mangalore_Katipalla_H (Karnataka),Mangalore_Katipalla_H (Karnataka),Mangalore,Karnataka,FALSE
21428,400047,Mumbai_GoregaonTemp_L (Maharashtra),Mumbai_GoregaonTemp_L (Maharashtra),Mumbai_GoregaonTemp_L (Maharashtra),Mumbai,Maharashtra,FALSE
21429,673633,Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode,Kerala,FALSE
21430,671322,Manjeshwar_Majibail_D (Kerala),Manjeshwar_Majibail_D (Kerala),Manjeshwar_Majibail_D (Kerala),Manjeshwar,Kerala,TRUE
21431,801103,Patna_PhulwariSharif_L (Bihar),Patna_PhulwariSharif_L (Bihar),Patna_PhulwariSharif_L (Bihar),Patna,Bihar,FALSE
21432,848103,Samastipur_RhmprRdli_D (Bihar),Samastipur_RhmprRdli_D (Bihar),Samastipur_RhmprRdli_D (Bihar),Samastipur,Bihar,TRUE
21433,585425,Bidar_AdarshClny_D (Karnataka),Bidar_AdarshClny_D (Karnataka),Bidar_AdarshClny_D (Karnataka),Bidar,Karnataka,TRUE
21434,508222,Tungaturthi_CanaraBank_D (Telangana),Tungaturthi_CanaraBank_D (Telangana),Tungaturthi_CanaraBank_D (Telangana),Tungaturthi,Telangana,TRUE
21435,782143,Kaliabor_Kuwaritol_D (Assam),Kaliabor_Kuwaritol_D (Assam),Kaliabor_Kuwaritol_D (Assam),Kaliabor,Assam,TRUE
21436,518510,Sirvella_Sirivelmitta1_DPP (Andhra Pradesh),Sirvella_Sirivelmitta1_DPP (Andhra Pradesh),Sirvella_Sirivelmitta1_DPP (Andhra Pradesh),Sirvella,Andhra Pradesh,FALSE
21437,824232,Gaya_Fatehpur1_D (Bihar),Gaya_Fatehpur1_D (Bihar),Gaya_Fatehpur1_D (Bihar),Gaya,Bihar,TRUE
21438,609605,Karaikal_Bharathinagar_D (Pondicherry),Karaikal_Bharathinagar_D (Pondicherry),Karaikal_Bharathinagar_D (Pondicherry),Karaikal,Pondicherry,TRUE
